Coverage,Sample,KHV,JPT,CDX,CHS,CHB,BEB,GIH,ITU,STU,PJL,CEU,GBR,TSI,IBS,FIN
05X,PB675,0.04925157310158065,0.049853344619874625,0.048293088128731426,0.05007912240373671,0.04949127224191345,0.057310879357817986,0.061841527283751786,0.05851607498539824,0.06450261823580557,0.05914293007240506,0.0902269686053563,0.08908296041037621,0.09302815341471035,0.09512941689398507,0.08425007024455654
05X,Stuttgart,0.05356641661549306,0.05311640160237029,0.05403079827294218,0.053421580534055914,0.052833162854864994,0.05487311584345511,0.06024095736721796,0.05617854013180193,0.06184904932726771,0.057620614410122985,0.09005881423486017,0.08593470954087522,0.09335038407657453,0.09021264663259512,0.08271280855550284
05X,WC1,0.05308406972425536,0.057369855069095796,0.05250030806397438,0.056107615545132015,0.055375531366889386,0.06731327809822613,0.07401071579586349,0.06829276176785318,0.0714692456128002,0.06782733095838438,0.07598605118250813,0.07346265188533738,0.07689413068786022,0.07333084214801217,0.07697561209380784
05X,Ust_Ishim,0.06653154364429106,0.06493093498665974,0.065758394912684,0.06673871538419245,0.06673635312336147,0.06687394921087936,0.0645272764482489,0.06415931972190078,0.06689573813057291,0.06494271525426311,0.06872795082161151,0.0705290174402359,0.06842066185497593,0.06763161668266149,0.06659581238346135
05X,Yana1,0.06899110552662457,0.06825629914818244,0.06996179123041542,0.06945275187098858,0.06881392442563584,0.06153420163876219,0.06262837230405986,0.05964130035276672,0.062069695393172176,0.06034418760171955,0.07184643368934279,0.07045783204192796,0.06619393644454802,0.06604895441279181,0.07375921391906204
05X,BOT2016,0.06351709936244262,0.06562626831411156,0.06090683545381487,0.06428453424894988,0.06565715868658378,0.061105122705068196,0.06407327342657163,0.061277878341398695,0.065794510639203,0.06067928445457849,0.07604267202747189,0.07638988411138785,0.06824336993689703,0.0688016296153378,0.07760047867618262
05X,Yamnaya,0.05572172834994903,0.05511779146077189,0.05454637595123997,0.05501765388113186,0.055807871471826975,0.06324071746370408,0.06736045791531067,0.06346478592955894,0.06789324761090094,0.06250990840463172,0.08181646946081526,0.08183762357135005,0.0774587332632143,0.07675680798469998,0.0814498272808945
00625X,USR1,0.08173001863559501,0.08344521247898762,0.08093600078391225,0.08276714399485723,0.08489529911064751,0.06154590981832596,0.057665603902883916,0.05767856774081691,0.0564267052668703,0.058982484379147514,0.060109898676583354,0.06058757854349459,0.053987218148108015,0.054296166200546246,0.0649461923192236
00625X,Kolyma1,0.08443398196553838,0.10362247014429737,0.08344127667803494,0.09440455620626977,0.09938294221296969,0.06228386655105416,0.05304538658781902,0.060009167662240175,0.0556324823017755,0.05603461708516673,0.049649211872165006,0.05249507822294377,0.04581806808062586,0.0454433753527008,0.05430351907639881
00625X,KK1,0.04525789396578393,0.03542853303349028,0.043844294164510814,0.04410023972702071,0.041756738134801165,0.06454439937685647,0.07784234511735066,0.06768435615005579,0.07160283024143443,0.07566573174447,0.08290480292775498,0.08921128331702642,0.09408749030036465,0.08705503258019913,0.07901402921888047
00625X,Loschbour,0.048556283606796126,0.047425273474124334,0.04772195650586072,0.051307636460034896,0.047631500209034366,0.05067891692157705,0.056295393434232795,0.049502330527399024,0.05181945529698336,0.05836313083263362,0.1025902818266811,0.10030980629436856,0.09054546448367387,0.09499354215408752,0.1022590279725127
00625X,sf12,0.04597129200828357,0.05194518740329464,0.046455200345212874,0.04748758816763393,0.04886636991330351,0.05923072630626858,0.06502608975019829,0.06105436631877748,0.05769870535630063,0.06522762115686695,0.09538918836842496,0.09501257571079555,0.07991912104153231,0.08572451683417286,0.0949914513189338
00625X,SRA62,0.04229410817944668,0.042463329730042465,0.04008525983189854,0.043410053154627544,0.04497594238801606,0.060262668544311435,0.0614584252610913,0.05784924927812546,0.05961109578738025,0.06331516453439477,0.10071540467116216,0.10114483332826855,0.08866311169013609,0.0926518221491996,0.101099531471899
00625X,2H10,0.032298450146627175,0.029780632523321526,0.03277519276343445,0.03135852150181348,0.03272201982134311,0.05144462965896974,0.0631564426854802,0.05706014699598506,0.054687804422247174,0.06513330635542008,0.10883496973757568,0.11034401499762815,0.1120564956474592,0.11191743885956836,0.10642993388312681
00625X,2H11,0.04378781259520706,0.04310148304397998,0.045023664794472645,0.04519339585283197,0.045487957532167576,0.05687677582849617,0.061575195673362115,0.05745422064437666,0.05558922409196717,0.06141494141170721,0.10298356148447566,0.09581811536469263,0.09238589812195142,0.09593624640718731,0.09737150715312443
00625X,atp016,0.04063578228955921,0.04226769252794049,0.040117464388925536,0.04180342145281979,0.04397674391554653,0.05808237987103427,0.06776541937436392,0.0599236548515876,0.05896936253013921,0.0655995504790621,0.0984720932475873,0.09563680275993612,0.09678411111594871,0.09789300871566402,0.09207251247988549
00625X,BA64,0.04609520581318518,0.0457436215051281,0.04293440090127498,0.04536357129649329,0.045562550404614696,0.049744188633178414,0.05974812023645207,0.05210873706434681,0.05160134295251549,0.057709279368019305,0.10498152334209711,0.09711654526912371,0.10190621095674349,0.10433458703123842,0.09505011522558901
00625X,JP14,0.04168145974852513,0.03951847604963383,0.03964165494313017,0.04071237120220403,0.041591009476282026,0.053413379346253606,0.059260992760291765,0.057744781969880137,0.05716648846001061,0.061809143009508724,0.10410444946385732,0.09797338225265223,0.1022896048308773,0.10333207577050021,0.09976073071639295
00625X,NE1,0.03676259625691441,0.04044093923947204,0.033854778860944124,0.035246068776748345,0.039377014689230216,0.05428082581297054,0.0617775583230939,0.05866276793679893,0.05507690977934012,0.06529195002963943,0.10133579200085087,0.09805486664790325,0.11516099278044946,0.1100157070503082,0.09466123181533626
00625X,PB675,0.045346828165566525,0.04212100915518515,0.04337058727443061,0.042495755331391515,0.04273278366482011,0.055570037466012544,0.0610703960996981,0.059048319271283,0.05921882923217975,0.06337663738238346,0.09753281623153627,0.0948813253446535,0.0990439902970959,0.10294714946368476,0.0912435356200787
00625X,Stuttgart,0.050915660126758744,0.045505073250930436,0.05219926697826458,0.051646473571234475,0.050001477325915346,0.05020400345455408,0.05211363908266006,0.050532088354488885,0.051642910921102375,0.05942394853063223,0.09986420683575847,0.09460022398714457,0.10373496113571883,0.09804868476842092,0.08956738167641601
00625X,WC1,0.045510134323023345,0.0469984363944742,0.04482826682551545,0.04838085894554776,0.047513615596037756,0.0676832556523333,0.07685992408872722,0.07138843301130196,0.07110748999785345,0.07237014888679442,0.08357232578968346,0.07984048485275187,0.08270656465012362,0.07852256042764318,0.08271750055818906
00625X,Ust_Ishim,0.06662519254660251,0.06462962088655183,0.06494951883905448,0.06821157314809752,0.06835341656220593,0.07066828555990397,0.06102416988483516,0.0678747565201501,0.06778925710637315,0.0693191497716566,0.06739095714682194,0.07149440467933234,0.06149909724617406,0.06154236376446273,0.06862823633777781
00625X,Yana1,0.06699147678511137,0.06785589172216602,0.06632550977978746,0.06613236395966883,0.06475146712233122,0.062401484274729295,0.0658542893473499,0.0633383611551825,0.061549953722835934,0.0609534615505697,0.0738240460468426,0.07198107395714043,0.0656739538246814,0.06772929452456786,0.07463737222703558
00625X,BOT2016,0.053187281987127646,0.05932294945544503,0.05439705712746463,0.059082921996072464,0.05889482555813243,0.0598210698663017,0.06251061656770535,0.06282752516125598,0.06030652532347657,0.06744171991910193,0.08606092618069706,0.08393165127701777,0.0699203355582693,0.07290957858203537,0.08938501543989677
00625X,Yamnaya,0.048523867715141555,0.047483675022809334,0.04929464629833973,0.049731748502966945,0.048670812095051384,0.0639049595585643,0.06864970830330057,0.0656225480954264,0.062033630573306034,0.07017677415900518,0.08888958422058801,0.08867574974145942,0.0802667433789534,0.07971636400279941,0.0883591883322882
